% MTEX ODF
% crystal symmetry: "m-3m"
% specimen symmetry: "1"
% phi1    Phi     phi2    value
189.18367 42.50000 195.81633 0.73105
189.18367 42.50000 200.81633 0.60843
189.18367 42.50000 205.81633 0.55580
189.18367 42.50000 210.81633 0.54485
196.53061 42.50000 123.46939 0.56731
196.53061 42.50000 128.46939 0.59553
196.53061 42.50000 133.46939 0.63324
196.53061 42.50000 138.46939 0.68750
196.53061 42.50000 143.46939 0.77168
196.53061 42.50000 148.46939 0.90530
196.53061 42.50000 153.46939 1.10462
196.53061 42.50000 158.46939 1.35209
196.53061 42.50000 163.46939 1.56241
196.53061 42.50000 168.46939 1.61594
196.53061 42.50000 173.46939 1.46871
196.53061 42.50000 178.46939 1.20218
196.53061 42.50000 183.46939 0.93818
196.53061 42.50000 188.46939 0.74340
196.53061 42.50000 193.46939 0.62294
196.53061 42.50000 198.46939 0.55710
196.53061 42.50000 203.46939 0.54194
203.87755 42.50000 116.12245 0.58549
203.87755 42.50000 121.12245 0.61853
203.87755 42.50000 126.12245 0.65862
203.87755 42.50000 131.12245 0.70656
203.87755 42.50000 136.12245 0.76671
203.87755 42.50000 141.12245 0.84680
203.87755 42.50000 146.12245 0.95412
203.87755 42.50000 151.12245 1.08356
203.87755 42.50000 156.12245 1.20102
203.87755 42.50000 161.12245 1.24843
203.87755 42.50000 166.12245 1.18803
203.87755 42.50000 171.12245 1.04172
203.87755 42.50000 176.12245 0.87085
203.87755 42.50000 181.12245 0.72571
203.87755 42.50000 186.12245 0.62435
203.87755 42.50000 191.12245 0.56284
203.87755 42.50000 196.12245 0.54953
211.22449 42.50000 108.77551 0.60564
211.22449 42.50000 113.77551 0.64633
211.22449 42.50000 118.77551 0.69373
211.22449 42.50000 123.77551 0.74475
211.22449 42.50000 128.77551 0.79786
211.22449 42.50000 133.77551 0.85317
211.22449 42.50000 138.77551 0.91155
211.22449 42.50000 143.77551 0.97056
211.22449 42.50000 148.77551 1.01813
211.22449 42.50000 153.77551 1.03219
211.22449 42.50000 158.77551 0.99467
211.22449 42.50000 163.77551 0.90935
211.22449 42.50000 168.77551 0.80151
211.22449 42.50000 173.77551 0.69946
211.22449 42.50000 178.77551 0.61984
211.22449 42.50000 183.77551 0.56616
211.22449 42.50000 188.77551 0.55539
218.57143 42.50000 96.42857 0.58665
218.57143 42.50000 101.42857 0.62626
218.57143 42.50000 106.42857 0.67651
218.57143 42.50000 111.42857 0.73439
218.57143 42.50000 116.42857 0.79486
218.57143 42.50000 121.42857 0.85273
218.57143 42.50000 126.42857 0.90324
218.57143 42.50000 131.42857 0.94277
218.57143 42.50000 136.42857 0.96842
218.57143 42.50000 141.42857 0.97621
218.57143 42.50000 146.42857 0.96032
218.57143 42.50000 151.42857 0.91649
218.57143 42.50000 156.42857 0.84781
218.57143 42.50000 161.42857 0.76611
218.57143 42.50000 166.42857 0.68641
218.57143 42.50000 171.42857 0.61998
218.57143 42.50000 176.42857 0.57142
218.57143 42.50000 181.42857 0.56003
225.91837 42.50000 89.08163 0.59788
225.91837 42.50000 94.08163 0.64575
225.91837 42.50000 99.08163 0.70620
225.91837 42.50000 104.08163 0.77628
225.91837 42.50000 109.08163 0.84992
225.91837 42.50000 114.08163 0.91978
225.91837 42.50000 119.08163 0.97774
225.91837 42.50000 124.08163 1.01644
225.91837 42.50000 129.08163 1.03092
225.91837 42.50000 134.08163 1.01947
225.91837 42.50000 139.08163 0.98312
225.91837 42.50000 144.08163 0.92520
225.91837 42.50000 149.08163 0.85188
225.91837 42.50000 154.08163 0.77223
225.91837 42.50000 159.08163 0.69622
225.91837 42.50000 164.08163 0.63167
225.91837 42.50000 169.08163 0.58238
225.91837 42.50000 174.08163 0.56404
233.26531 42.50000 81.73469 0.60701
233.26531 42.50000 86.73469 0.66228
233.26531 42.50000 91.73469 0.73263
233.26531 42.50000 96.73469 0.81521
233.26531 42.50000 101.73469 0.90419
233.26531 42.50000 106.73469 0.99119
233.26531 42.50000 111.73469 1.06556
233.26531 42.50000 116.73469 1.11520
233.26531 42.50000 121.73469 1.13078
233.26531 42.50000 126.73469 1.11038
233.26531 42.50000 131.73469 1.05940
233.26531 42.50000 136.73469 0.98641
233.26531 42.50000 141.73469 0.90055
233.26531 42.50000 146.73469 0.81127
233.26531 42.50000 151.73469 0.72751
233.26531 42.50000 156.73469 0.65608
233.26531 42.50000 161.73469 0.60042
233.26531 42.50000 166.73469 0.56734
240.61224 42.50000 79.38776 0.67387
240.61224 42.50000 84.38776 0.75280
240.61224 42.50000 89.38776 0.84731
240.61224 42.50000 94.38776 0.95300
240.61224 42.50000 99.38776 1.06323
240.61224 42.50000 104.38776 1.16630
240.61224 42.50000 109.38776 1.24147
240.61224 42.50000 114.38776 1.26769
240.61224 42.50000 119.38776 1.23929
240.61224 42.50000 124.38776 1.16959
240.61224 42.50000 129.38776 1.07697
240.61224 42.50000 134.38776 0.97433
240.61224 42.50000 139.38776 0.87055
240.61224 42.50000 144.38776 0.77371
240.61224 42.50000 149.38776 0.69053
240.61224 42.50000 154.38776 0.62474
240.61224 42.50000 159.38776 0.57669
247.95918 42.50000 72.04082 0.67936
247.95918 42.50000 77.04082 0.76429
247.95918 42.50000 82.04082 0.86863
247.95918 42.50000 87.04082 0.99120
247.95918 42.50000 92.04082 1.13184
247.95918 42.50000 97.04082 1.28297
247.95918 42.50000 102.04082 1.41270
247.95918 42.50000 107.04082 1.47048
247.95918 42.50000 112.04082 1.43174
247.95918 42.50000 117.04082 1.32351
247.95918 42.50000 122.04082 1.19166
247.95918 42.50000 127.04082 1.06167
247.95918 42.50000 132.04082 0.93940
247.95918 42.50000 137.04082 0.82754
247.95918 42.50000 142.04082 0.73089
247.95918 42.50000 147.04082 0.65334
247.95918 42.50000 152.04082 0.59573
255.30612 42.50000 64.69388 0.67804
255.30612 42.50000 69.69388 0.76570
255.30612 42.50000 74.69388 0.87578
255.30612 42.50000 79.69388 1.01091
255.30612 42.50000 84.69388 1.18111
255.30612 42.50000 89.69388 1.39431
255.30612 42.50000 94.69388 1.61620
255.30612 42.50000 99.69388 1.75193
255.30612 42.50000 104.69388 1.72192
255.30612 42.50000 109.69388 1.55361
255.30612 42.50000 114.69388 1.34498
255.30612 42.50000 119.69388 1.16177
255.30612 42.50000 124.69388 1.01126
255.30612 42.50000 129.69388 0.88275
255.30612 42.50000 134.69388 0.77304
255.30612 42.50000 139.69388 0.68398
255.30612 42.50000 144.69388 0.61669
262.65306 42.50000 52.34694 0.60586
262.65306 42.50000 57.34694 0.66985
262.65306 42.50000 62.34694 0.75674
262.65306 42.50000 67.34694 0.86757
262.65306 42.50000 72.34694 1.00574
262.65306 42.50000 77.34694 1.18803
262.65306 42.50000 82.34694 1.44193
262.65306 42.50000 87.34694 1.75490
262.65306 42.50000 92.34694 2.00969
262.65306 42.50000 97.34694 2.04798
262.65306 42.50000 102.34694 1.84594
262.65306 42.50000 107.34694 1.54324
262.65306 42.50000 112.34694 1.27791
262.65306 42.50000 117.34694 1.08323
262.65306 42.50000 122.34694 0.93455
262.65306 42.50000 127.34694 0.81263
262.65306 42.50000 132.34694 0.71346
262.65306 42.50000 137.34694 0.63741
270.00000 42.50000 45.00000 0.59574
270.00000 42.50000 50.00000 0.65580
270.00000 42.50000 55.00000 0.73862
270.00000 42.50000 60.00000 0.84538
270.00000 42.50000 65.00000 0.97778
270.00000 42.50000 70.00000 1.14849
270.00000 42.50000 75.00000 1.39049
270.00000 42.50000 80.00000 1.72090
270.00000 42.50000 85.00000 2.05429
270.00000 42.50000 90.00000 2.20142
270.00000 42.50000 95.00000 2.05429
270.00000 42.50000 100.00000 1.72090
270.00000 42.50000 105.00000 1.39049
270.00000 42.50000 110.00000 1.14849
270.00000 42.50000 115.00000 0.97778
270.00000 42.50000 120.00000 0.84538
270.00000 42.50000 125.00000 0.73862
270.00000 42.50000 130.00000 0.65580
277.34694 42.50000 37.65306 0.60586
277.34694 42.50000 42.65306 0.63741
277.34694 42.50000 47.65306 0.71346
277.34694 42.50000 52.65306 0.81263
277.34694 42.50000 57.65306 0.93455
277.34694 42.50000 62.65306 1.08323
277.34694 42.50000 67.65306 1.27791
277.34694 42.50000 72.65306 1.54324
277.34694 42.50000 77.65306 1.84594
277.34694 42.50000 82.65306 2.04798
277.34694 42.50000 87.65306 2.00969
277.34694 42.50000 92.65306 1.75490
277.34694 42.50000 97.65306 1.44193
277.34694 42.50000 102.65306 1.18803
277.34694 42.50000 107.65306 1.00574
277.34694 42.50000 112.65306 0.86757
277.34694 42.50000 117.65306 0.75674
277.34694 42.50000 122.65306 0.66985
284.69388 42.50000 35.30612 0.61669
284.69388 42.50000 40.30612 0.68398
284.69388 42.50000 45.30612 0.77304
284.69388 42.50000 50.30612 0.88275
284.69388 42.50000 55.30612 1.01126
284.69388 42.50000 60.30612 1.16177
284.69388 42.50000 65.30612 1.34498
284.69388 42.50000 70.30612 1.55361
284.69388 42.50000 75.30612 1.72192
284.69388 42.50000 80.30612 1.75193
284.69388 42.50000 85.30612 1.61620
284.69388 42.50000 90.30612 1.39431
284.69388 42.50000 95.30612 1.18111
284.69388 42.50000 100.30612 1.01091
284.69388 42.50000 105.30612 0.87578
284.69388 42.50000 110.30612 0.76570
284.69388 42.50000 115.30612 0.67804
292.04082 42.50000 27.95918 0.59573
292.04082 42.50000 32.95918 0.65334
292.04082 42.50000 37.95918 0.73089
292.04082 42.50000 42.95918 0.82754
292.04082 42.50000 47.95918 0.93940
292.04082 42.50000 52.95918 1.06167
292.04082 42.50000 57.95918 1.19166
292.04082 42.50000 62.95918 1.32351
292.04082 42.50000 67.95918 1.43174
292.04082 42.50000 72.95918 1.47048
292.04082 42.50000 77.95918 1.41270
292.04082 42.50000 82.95918 1.28297
292.04082 42.50000 87.95918 1.13184
292.04082 42.50000 92.95918 0.99120
292.04082 42.50000 97.95918 0.86863
292.04082 42.50000 102.95918 0.76429
292.04082 42.50000 107.95918 0.67936
299.38776 42.50000 20.61224 0.57669
299.38776 42.50000 25.61224 0.62474
299.38776 42.50000 30.61224 0.69053
299.38776 42.50000 35.61224 0.77371
299.38776 42.50000 40.61224 0.87055
299.38776 42.50000 45.61224 0.97433
299.38776 42.50000 50.61224 1.07697
299.38776 42.50000 55.61224 1.16959
299.38776 42.50000 60.61224 1.23929
299.38776 42.50000 65.61224 1.26769
299.38776 42.50000 70.61224 1.24147
299.38776 42.50000 75.61224 1.16630
299.38776 42.50000 80.61224 1.06323
299.38776 42.50000 85.61224 0.95300
299.38776 42.50000 90.61224 0.84731
299.38776 42.50000 95.61224 0.75280
299.38776 42.50000 100.61224 0.67387
306.73469 42.50000 8.26531 0.60701
306.73469 42.50000 13.26531 0.56734
306.73469 42.50000 18.26531 0.60042
306.73469 42.50000 23.26531 0.65608
306.73469 42.50000 28.26531 0.72751
306.73469 42.50000 33.26531 0.81127
306.73469 42.50000 38.26531 0.90055
306.73469 42.50000 43.26531 0.98641
306.73469 42.50000 48.26531 1.05940
306.73469 42.50000 53.26531 1.11038
306.73469 42.50000 58.26531 1.13078
306.73469 42.50000 63.26531 1.11520
306.73469 42.50000 68.26531 1.06556
306.73469 42.50000 73.26531 0.99119
306.73469 42.50000 78.26531 0.90419
306.73469 42.50000 83.26531 0.81521
306.73469 42.50000 88.26531 0.73263
306.73469 42.50000 93.26531 0.66228
314.08163 42.50000 0.91837 0.59788
314.08163 42.50000 5.91837 0.56404
314.08163 42.50000 10.91837 0.58238
314.08163 42.50000 15.91837 0.63167
314.08163 42.50000 20.91837 0.69622
314.08163 42.50000 25.91837 0.77223
314.08163 42.50000 30.91837 0.85188
314.08163 42.50000 35.91837 0.92520
314.08163 42.50000 40.91837 0.98312
314.08163 42.50000 45.91837 1.01947
314.08163 42.50000 50.91837 1.03092
314.08163 42.50000 55.91837 1.01644
314.08163 42.50000 60.91837 0.97774
314.08163 42.50000 65.91837 0.91978
314.08163 42.50000 70.91837 0.84992
314.08163 42.50000 75.91837 0.77628
314.08163 42.50000 80.91837 0.70620
314.08163 42.50000 85.91837 0.64575
321.42857 42.50000 353.57143 0.58665
321.42857 42.50000 358.57143 0.56003
321.42857 42.50000 3.57143 0.57142
321.42857 42.50000 8.57143 0.61998
321.42857 42.50000 13.57143 0.68641
321.42857 42.50000 18.57143 0.76611
321.42857 42.50000 23.57143 0.84781
321.42857 42.50000 28.57143 0.91649
321.42857 42.50000 33.57143 0.96032
321.42857 42.50000 38.57143 0.97621
321.42857 42.50000 43.57143 0.96842
321.42857 42.50000 48.57143 0.94277
321.42857 42.50000 53.57143 0.90324
321.42857 42.50000 58.57143 0.85273
321.42857 42.50000 63.57143 0.79486
321.42857 42.50000 68.57143 0.73439
321.42857 42.50000 73.57143 0.67651
321.42857 42.50000 78.57143 0.62626
328.77551 42.50000 351.22449 0.55539
328.77551 42.50000 356.22449 0.56616
328.77551 42.50000 1.22449 0.61984
328.77551 42.50000 6.22449 0.69946
328.77551 42.50000 11.22449 0.80151
328.77551 42.50000 16.22449 0.90935
328.77551 42.50000 21.22449 0.99467
328.77551 42.50000 26.22449 1.03219
328.77551 42.50000 31.22449 1.01813
328.77551 42.50000 36.22449 0.97056
328.77551 42.50000 41.22449 0.91155
328.77551 42.50000 46.22449 0.85317
328.77551 42.50000 51.22449 0.79786
328.77551 42.50000 56.22449 0.74475
328.77551 42.50000 61.22449 0.69373
328.77551 42.50000 66.22449 0.64633
328.77551 42.50000 71.22449 0.60564
336.12245 42.50000 343.87755 0.54953
336.12245 42.50000 348.87755 0.56284
336.12245 42.50000 353.87755 0.62435
336.12245 42.50000 358.87755 0.72571
336.12245 42.50000 3.87755 0.87085
336.12245 42.50000 8.87755 1.04172
336.12245 42.50000 13.87755 1.18803
336.12245 42.50000 18.87755 1.24843
336.12245 42.50000 23.87755 1.20102
336.12245 42.50000 28.87755 1.08356
336.12245 42.50000 33.87755 0.95412
336.12245 42.50000 38.87755 0.84680
336.12245 42.50000 43.87755 0.76671
336.12245 42.50000 48.87755 0.70656
336.12245 42.50000 53.87755 0.65862
336.12245 42.50000 58.87755 0.61853
336.12245 42.50000 63.87755 0.58549
343.46939 42.50000 336.53061 0.54194
343.46939 42.50000 341.53061 0.55710
343.46939 42.50000 346.53061 0.62294
343.46939 42.50000 351.53061 0.74340
343.46939 42.50000 356.53061 0.93818
343.46939 42.50000 1.53061 1.20218
343.46939 42.50000 6.53061 1.46871
343.46939 42.50000 11.53061 1.61594
343.46939 42.50000 16.53061 1.56241
343.46939 42.50000 21.53061 1.35209
343.46939 42.50000 26.53061 1.10462
343.46939 42.50000 31.53061 0.90530
343.46939 42.50000 36.53061 0.77168
343.46939 42.50000 41.53061 0.68750
343.46939 42.50000 46.53061 0.63324
343.46939 42.50000 51.53061 0.59553
343.46939 42.50000 56.53061 0.56731
350.81633 42.50000 324.18367 0.54976
350.81633 42.50000 329.18367 0.54485
350.81633 42.50000 334.18367 0.55580
350.81633 42.50000 339.18367 0.60843
350.81633 42.50000 344.18367 0.73105
350.81633 42.50000 349.18367 0.95088
350.81633 42.50000 354.18367 1.29023
350.81633 42.50000 359.18367 1.69613
350.81633 42.50000 4.18367 1.99910
350.81633 42.50000 9.18367 2.01839
350.81633 42.50000 14.18367 1.74833
350.81633 42.50000 19.18367 1.36360
350.81633 42.50000 24.18367 1.03512
350.81633 42.50000 29.18367 0.81833
350.81633 42.50000 34.18367 0.69176
350.81633 42.50000 39.18367 0.62046
350.81633 42.50000 44.18367 0.58362
350.81633 42.50000 49.18367 0.56315
358.16327 42.50000 316.83673 0.56405
358.16327 42.50000 321.83673 0.55500
358.16327 42.50000 326.83673 0.55811
358.16327 42.50000 331.83673 0.58914
358.16327 42.50000 336.83673 0.68636
358.16327 42.50000 341.83673 0.88581
358.16327 42.50000 346.83673 1.22483
358.16327 42.50000 351.83673 1.69097
358.16327 42.50000 356.83673 2.13119
358.16327 42.50000 1.83673 2.29791
358.16327 42.50000 6.83673 2.08078
358.16327 42.50000 11.83673 1.63291
358.16327 42.50000 16.83673 1.19614
358.16327 42.50000 21.83673 0.89953
358.16327 42.50000 26.83673 0.73595
358.16327 42.50000 31.83673 0.65116
358.16327 42.50000 36.83673 0.60735
358.16327 42.50000 41.83673 0.58192
5.51020 42.50000 309.48980 0.57460
5.51020 42.50000 314.48980 0.56226
5.51020 42.50000 319.48980 0.55847
5.51020 42.50000 324.48980 0.57391
5.51020 42.50000 329.48980 0.62984
5.51020 42.50000 334.48980 0.77412
5.51020 42.50000 339.48980 1.03751
5.51020 42.50000 344.48980 1.43570
5.51020 42.50000 349.48980 1.88144
5.51020 42.50000 354.48980 2.15930
5.51020 42.50000 359.48980 2.08994
5.51020 42.50000 4.48980 1.72598
5.51020 42.50000 9.48980 1.29839
5.51020 42.50000 14.48980 0.97419
5.51020 42.50000 19.48980 0.77854
5.51020 42.50000 24.48980 0.67466
5.51020 42.50000 29.48980 0.62201
5.51020 42.50000 34.48980 0.59358
12.85714 42.50000 307.14286 0.56378
12.85714 42.50000 312.14286 0.55651
12.85714 42.50000 317.14286 0.55981
12.85714 42.50000 322.14286 0.58780
12.85714 42.50000 327.14286 0.66551
12.85714 42.50000 332.14286 0.83153
12.85714 42.50000 337.14286 1.09525
12.85714 42.50000 342.14286 1.42443
12.85714 42.50000 347.14286 1.69239
12.85714 42.50000 352.14286 1.74419
12.85714 42.50000 357.14286 1.54825
12.85714 42.50000 2.14286 1.24116
12.85714 42.50000 7.14286 0.96620
12.85714 42.50000 12.14286 0.78116
12.85714 42.50000 17.14286 0.67623
12.85714 42.50000 22.14286 0.62200
12.85714 42.50000 27.14286 0.59396
20.20408 42.50000 299.79592 0.55848
20.20408 42.50000 304.79592 0.55100
20.20408 42.50000 309.79592 0.54809
20.20408 42.50000 314.79592 0.55757
20.20408 42.50000 319.79592 0.59772
20.20408 42.50000 324.79592 0.67993
20.20408 42.50000 329.79592 0.82171
20.20408 42.50000 334.79592 1.01342
20.20408 42.50000 339.79592 1.19579
20.20408 42.50000 344.79592 1.27962
20.20408 42.50000 349.79592 1.21607
20.20408 42.50000 354.79592 1.05107
20.20408 42.50000 359.79592 0.87503
20.20408 42.50000 4.79592 0.73855
20.20408 42.50000 9.79592 0.65306
20.20408 42.50000 14.79592 0.60648
20.20408 42.50000 19.79592 0.58264
27.55102 42.50000 292.44898 0.54766
27.55102 42.50000 297.44898 0.54280
27.55102 42.50000 302.44898 0.55060
27.55102 42.50000 307.44898 0.56137
27.55102 42.50000 312.44898 0.58058
27.55102 42.50000 317.44898 0.61655
27.55102 42.50000 322.44898 0.67732
27.55102 42.50000 327.44898 0.76237
27.55102 42.50000 332.44898 0.85159
27.55102 42.50000 337.44898 0.91286
27.55102 42.50000 342.44898 0.90813
27.55102 42.50000 347.44898 0.83934
27.55102 42.50000 352.44898 0.74935
27.55102 42.50000 357.44898 0.66956
27.55102 42.50000 2.44898 0.61339
27.55102 42.50000 7.44898 0.58048
27.55102 42.50000 12.44898 0.56343
34.89796 42.50000 280.10204 0.54869
34.89796 42.50000 285.10204 0.55944
34.89796 42.50000 290.10204 0.57127
34.89796 42.50000 295.10204 0.58257
34.89796 42.50000 300.10204 0.59229
34.89796 42.50000 305.10204 0.60187
34.89796 42.50000 310.10204 0.61467
34.89796 42.50000 315.10204 0.63481
34.89796 42.50000 320.10204 0.66383
34.89796 42.50000 325.10204 0.69614
34.89796 42.50000 330.10204 0.71792
34.89796 42.50000 335.10204 0.71491
34.89796 42.50000 340.10204 0.68411
34.89796 42.50000 345.10204 0.64033
34.89796 42.50000 350.10204 0.60164
34.89796 42.50000 355.10204 0.57148
34.89796 42.50000 0.10204 0.55241
34.89796 42.50000 5.10204 0.54235
42.24490 42.50000 277.75510 0.58933
42.24490 42.50000 282.75510 0.61052
42.24490 42.50000 287.75510 0.63016
42.24490 42.50000 292.75510 0.64576
42.24490 42.50000 297.75510 0.65603
42.24490 42.50000 302.75510 0.66118
42.24490 42.50000 307.75510 0.66269
42.24490 42.50000 312.75510 0.66234
42.24490 42.50000 317.75510 0.66042
42.24490 42.50000 322.75510 0.65452
42.24490 42.50000 327.75510 0.64082
42.24490 42.50000 332.75510 0.61787
42.24490 42.50000 337.75510 0.58879
42.24490 42.50000 342.75510 0.55954
42.24490 42.50000 347.75510 0.54467
42.24490 42.50000 352.75510 0.54482
42.24490 42.50000 357.75510 0.55360
49.59184 42.50000 265.40816 0.59131
49.59184 42.50000 270.40816 0.62267
49.59184 42.50000 275.40816 0.65654
49.59184 42.50000 280.40816 0.68947
49.59184 42.50000 285.40816 0.71766
49.59184 42.50000 290.40816 0.73766
49.59184 42.50000 295.40816 0.74708
49.59184 42.50000 300.40816 0.74436
49.59184 42.50000 305.40816 0.72979
49.59184 42.50000 310.40816 0.70615
49.59184 42.50000 315.40816 0.67721
49.59184 42.50000 320.40816 0.64581
49.59184 42.50000 325.40816 0.61370
49.59184 42.50000 330.40816 0.58288
49.59184 42.50000 335.40816 0.55576
49.59184 42.50000 340.40816 0.53630
49.59184 42.50000 345.40816 0.54704
49.59184 42.50000 350.40816 0.56551
56.93878 42.50000 258.06122 0.61003
56.93878 42.50000 263.06122 0.65328
56.93878 42.50000 268.06122 0.70201
56.93878 42.50000 273.06122 0.75228
56.93878 42.50000 278.06122 0.79952
56.93878 42.50000 283.06122 0.83979
56.93878 42.50000 288.06122 0.86766
56.93878 42.50000 293.06122 0.87561
56.93878 42.50000 298.06122 0.85774
56.93878 42.50000 303.06122 0.81690
56.93878 42.50000 308.06122 0.76389
56.93878 42.50000 313.06122 0.70921
56.93878 42.50000 318.06122 0.65841
56.93878 42.50000 323.06122 0.61384
56.93878 42.50000 328.06122 0.57699
56.93878 42.50000 333.06122 0.54867
56.93878 42.50000 338.06122 0.54924
56.93878 42.50000 343.06122 0.57502
64.28571 42.50000 255.71429 0.67376
64.28571 42.50000 260.71429 0.73673
64.28571 42.50000 265.71429 0.80574
64.28571 42.50000 270.71429 0.87760
64.28571 42.50000 275.71429 0.95061
64.28571 42.50000 280.71429 1.01915
64.28571 42.50000 285.71429 1.06407
64.28571 42.50000 290.71429 1.06013
64.28571 42.50000 295.71429 1.00196
64.28571 42.50000 300.71429 0.91306
64.28571 42.50000 305.71429 0.82220
64.28571 42.50000 310.71429 0.74279
64.28571 42.50000 315.71429 0.67620
64.28571 42.50000 320.71429 0.62170
64.28571 42.50000 325.71429 0.57928
64.28571 42.50000 330.71429 0.54893
64.28571 42.50000 335.71429 0.57891
71.63265 42.50000 248.36735 0.67877
71.63265 42.50000 253.36735 0.75158
71.63265 42.50000 258.36735 0.83630
71.63265 42.50000 263.36735 0.93277
71.63265 42.50000 268.36735 1.04710
71.63265 42.50000 273.36735 1.18171
71.63265 42.50000 278.36735 1.30671
71.63265 42.50000 283.36735 1.35673
71.63265 42.50000 288.36735 1.29088
71.63265 42.50000 293.36735 1.14465
71.63265 42.50000 298.36735 0.98880
71.63265 42.50000 303.36735 0.86198
71.63265 42.50000 308.36735 0.76435
71.63265 42.50000 313.36735 0.68690
71.63265 42.50000 318.36735 0.62566
71.63265 42.50000 323.36735 0.57972
71.63265 42.50000 328.36735 0.57564
78.97959 42.50000 236.02041 0.60802
78.97959 42.50000 241.02041 0.66666
78.97959 42.50000 246.02041 0.74255
78.97959 42.50000 251.02041 0.83491
78.97959 42.50000 256.02041 0.94692
78.97959 42.50000 261.02041 1.09361
78.97959 42.50000 266.02041 1.29602
78.97959 42.50000 271.02041 1.53190
78.97959 42.50000 276.02041 1.69427
78.97959 42.50000 281.02041 1.66825
78.97959 42.50000 286.02041 1.46656
78.97959 42.50000 291.02041 1.21513
78.97959 42.50000 296.02041 1.01236
78.97959 42.50000 301.02041 0.87045
78.97959 42.50000 306.02041 0.76633
78.97959 42.50000 311.02041 0.68468
78.97959 42.50000 316.02041 0.62141
78.97959 42.50000 321.02041 0.57517
86.32653 42.50000 228.67347 0.58821
86.32653 42.50000 233.67347 0.64089
86.32653 42.50000 238.67347 0.71204
86.32653 42.50000 243.67347 0.80229
86.32653 42.50000 248.67347 0.91477
86.32653 42.50000 253.67347 1.06658
86.32653 42.50000 258.67347 1.29326
86.32653 42.50000 263.67347 1.60159
86.32653 42.50000 268.67347 1.88748
86.32653 42.50000 273.67347 1.96949
86.32653 42.50000 278.67347 1.78247
86.32653 42.50000 283.67347 1.46113
86.32653 42.50000 288.67347 1.17535
86.32653 42.50000 293.67347 0.98024
86.32653 42.50000 298.67347 0.84804
86.32653 42.50000 303.67347 0.74765
86.32653 42.50000 308.67347 0.66830
86.32653 42.50000 313.67347 0.60803
103.58491 47.50000 221.41509 0.62589
103.58491 47.50000 226.41509 0.69408
103.58491 47.50000 231.41509 0.78298
103.58491 47.50000 236.41509 0.89353
103.58491 47.50000 241.41509 1.03139
110.37736 47.50000 214.62264 0.57939
110.37736 47.50000 219.62264 0.62709
110.37736 47.50000 224.62264 0.69169
110.37736 47.50000 229.62264 0.77354
110.37736 47.50000 234.62264 0.87249
110.37736 47.50000 239.62264 0.98969
110.37736 47.50000 244.62264 1.12353
110.37736 47.50000 249.62264 1.25406
117.16981 47.50000 207.83019 0.56555
117.16981 47.50000 212.83019 0.57703
117.16981 47.50000 217.83019 0.62050
117.16981 47.50000 222.83019 0.67733
117.16981 47.50000 227.83019 0.74662
117.16981 47.50000 232.83019 0.82619
117.16981 47.50000 237.83019 0.91223
117.16981 47.50000 242.83019 0.99591
117.16981 47.50000 247.83019 1.05996
117.16981 47.50000 252.83019 1.08571
123.96226 47.50000 201.03774 0.56418
123.96226 47.50000 206.03774 0.54569
123.96226 47.50000 211.03774 0.57347
123.96226 47.50000 216.03774 0.61053
123.96226 47.50000 221.03774 0.65638
123.96226 47.50000 226.03774 0.70924
123.96226 47.50000 231.03774 0.76598
123.96226 47.50000 236.03774 0.82153
123.96226 47.50000 241.03774 0.86820
123.96226 47.50000 246.03774 0.89720
123.96226 47.50000 251.03774 0.90291
123.96226 47.50000 256.03774 0.88556
130.75472 47.50000 194.24528 0.55922
130.75472 47.50000 199.24528 0.54340
130.75472 47.50000 204.24528 0.55061
130.75472 47.50000 209.24528 0.57577
130.75472 47.50000 214.24528 0.60543
130.75472 47.50000 219.24528 0.63809
130.75472 47.50000 224.24528 0.67224
130.75472 47.50000 229.24528 0.70595
130.75472 47.50000 234.24528 0.73623
130.75472 47.50000 239.24528 0.75891
130.75472 47.50000 244.24528 0.77002
130.75472 47.50000 249.24528 0.76735
130.75472 47.50000 254.24528 0.75112
130.75472 47.50000 259.24528 0.72357
137.54717 47.50000 192.45283 0.54875
137.54717 47.50000 197.45283 0.55177
137.54717 47.50000 202.45283 0.57567
137.54717 47.50000 207.45283 0.59929
137.54717 47.50000 212.45283 0.61914
137.54717 47.50000 217.45283 0.63418
137.54717 47.50000 222.45283 0.64595
137.54717 47.50000 227.45283 0.65639
137.54717 47.50000 232.45283 0.66573
137.54717 47.50000 237.45283 0.67207
137.54717 47.50000 242.45283 0.67281
137.54717 47.50000 247.45283 0.66618
137.54717 47.50000 252.45283 0.65204
137.54717 47.50000 257.45283 0.63202
144.33962 47.50000 195.66038 0.62414
144.33962 47.50000 200.66038 0.64742
144.33962 47.50000 205.66038 0.66642
144.33962 47.50000 210.66038 0.66656
144.33962 47.50000 215.66038 0.65278
144.33962 47.50000 220.66038 0.63499
144.33962 47.50000 225.66038 0.62091
144.33962 47.50000 230.66038 0.61258
144.33962 47.50000 235.66038 0.60774
144.33962 47.50000 240.66038 0.60284
144.33962 47.50000 245.66038 0.59538
144.33962 47.50000 250.66038 0.58469
151.13208 47.50000 193.86792 0.78522
151.13208 47.50000 198.86792 0.81203
151.13208 47.50000 203.86792 0.79808
151.13208 47.50000 208.86792 0.75246
151.13208 47.50000 213.86792 0.69011
151.13208 47.50000 218.86792 0.63457
