Index	Phase	X	Y	Euler1	Euler2	Euler3	MAD	BC	BS	Bands	Error	ReliabilityIndex	
110468	1	235.2	155.4	295.80	31.405	79.841	0.6806	103	0	8	0	0.0000	
110469	1	235.8	155.4	295.88	31.109	79.664	0.7077	98	0	8	0	0.0000	
110470	1	236.4	155.4	295.85	30.712	79.252	0.6745	92	0	8	0	0.0000	
110471	1	237	155.4	295.63	31.366	79.720	0.6371	97	0	8	0	0.0000	
110472	1	237.6	155.4	295.89	31.055	79.745	0.6608	105	0	8	0	0.0000	
110473	1	238.2	155.4	295.73	30.797	79.419	0.6239	95	0	8	0	0.0000	
110474	1	238.8	155.4	296.42	30.814	78.967	0.6362	104	0	8	0	0.0000	
110475	0	239.4	155.4	0.0000	0.0000	0.0000	0.0000	51	0	0	3	1.0000	
110476	0	240	155.4	0.0000	0.0000	0.0000	0.0000	37	0	0	3	1.0000	
110477	1	240.6	155.4	296.12	31.062	79.391	1.0999	61	0	8	0	0.0000	
110478	2	241.2	155.4	313.05	47.122	28.306	0.7388	61	0	8	0	0.0000	
110479	2	241.8	155.4	312.43	47.017	28.625	0.8418	59	0	8	0	0.0000	
110480	0	242.4	155.4	0.0000	0.0000	0.0000	0.0000	77	0	0	3	1.0000	
110481	1	243	155.4	295.83	30.974	79.256	0.8531	85	0	8	0	0.0000	
110482	1	243.6	155.4	295.86	31.159	79.627	0.7051	84	0	8	0	0.0000	
110483	0	244.2	155.4	0.0000	0.0000	0.0000	0.0000	82	0	0	3	1.0000	
110484	0	244.8	155.4	0.0000	0.0000	0.0000	0.0000	88	0	0	3	1.0000	
110485	1	245.4	155.4	295.31	30.771	79.414	0.8022	93	0	8	0	0.0000	
110486	1	246	155.4	295.96	30.645	78.775	0.8462	63	0	8	0	0.0000	
110487	0	246.6	155.4	0.0000	0.0000	0.0000	0.0000	73	0	0	3	1.0000	
110488	1	247.2	155.4	295.71	30.747	79.427	0.9396	63	0	8	0	0.0000	
110489	0	247.8	155.4	0.0000	0.0000	0.0000	0.0000	43	0	0	3	1.0000	
110490	0	248.4	155.4	0.0000	0.0000	0.0000	0.0000	53	0	0	3	1.0000	
110491	1	249	155.4	349.85	42.220	45.470	0.8193	63	0	8	0	0.0000	
110492	1	249.6	155.4	350.33	42.709	44.785	0.9895	65	0	8	0	0.0000	
110493	1	250.2	155.4	350.38	43.123	45.922	0.3608	80	0	8	0	0.0000	
110494	0	250.8	155.4	0.0000	0.0000	0.0000	0.0000	39	0	0	3	1.0000	
110495	0	251.4	155.4	0.0000	0.0000	0.0000	0.0000	42	0	0	3	1.0000	
110496	0	252	155.4	0.0000	0.0000	0.0000	0.0000	38	0	0	3	1.0000	
110497	0	252.6	155.4	0.0000	0.0000	0.0000	0.0000	42	0	0	3	1.0000	
110498	1	253.2	155.4	12.701	30.018	61.961	0.9380	100	0	8	0	0.0000	
110499	1	253.8	155.4	13.371	30.157	59.688	0.9245	105	0	8	0	0.0000	
110500	1	254.4	155.4	12.991	30.620	60.535	0.7790	106	0	8	0	0.0000	
110501	2	0	156	312.69	38.624	21.329	0.6613	83	0	8	0	0.0000	
110502	2	0.6	156	312.47	38.769	21.714	0.4071	80	0	8	0	0.0000	
110503	2	1.2	156	225.52	33.586	59.700	0.7786	104	0	8	0	0.0000	
110504	0	1.8	156	0.0000	0.0000	0.0000	0.0000	32	0	0	3	1.0000	
110505	0	2.4	156	0.0000	0.0000	0.0000	0.0000	47	0	0	3	1.0000	
110506	1	3	156	201.35	28.705	44.599	0.5820	88	0	8	0	0.0000	
110507	1	3.6	156	202.06	28.542	43.727	0.8720	91	0	8	0	0.0000	
110508	1	4.2	156	201.10	28.642	44.716	0.7301	88	0	8	0	0.0000	
110509	1	4.8	156	201.60	28.747	44.163	0.6691	96	0	8	0	0.0000	
110510	1	5.4	156	200.94	29.028	44.924	0.7571	100	0	8	0	0.0000	
110511	1	6	156	200.67	29.023	45.190	0.7820	94	0	8	0	0.0000	
110512	1	6.6	156	200.70	29.169	45.420	0.6610	103	0	8	0	0.0000	
110513	1	7.2	156	200.72	29.333	45.192	0.6697	100	0	8	0	0.0000	
110514	1	7.8	156	200.90	29.454	45.084	0.6550	108	0	8	0	0.0000	
110515	1	8.4	156	200.41	29.554	45.582	0.7280	102	0	8	0	0.0000	
110516	1	9	156	200.36	29.671	45.786	0.5698	107	0	8	0	0.0000	
110517	1	9.6	156	200.67	29.819	45.457	0.6606	99	0	8	0	0.0000	
110518	1	10.2	156	200.59	29.958	45.564	0.6105	104	0	8	0	0.0000	
110519	1	10.8	156	200.27	29.987	45.875	0.7012	97	0	8	0	0.0000	
110520	1	11.4	156	170.18	27.139	40.881	0.8822	86	0	8	0	0.0000	
110521	1	12	156	170.29	27.212	40.518	0.8591	102	0	8	0	0.0000	
110522	1	12.6	156	171.72	27.266	39.640	0.6769	100	0	8	0	0.0000	
110523	1	13.2	156	171.75	27.220	39.740	0.6411	103	0	8	0	0.0000	
110524	1	13.8	156	171.81	26.950	39.610	0.4515	102	0	8	0	0.0000	
110525	0	14.4	156	0.0000	0.0000	0.0000	0.0000	61	0	0	3	1.0000	
110526	1	15	156	201.79	44.378	41.390	0.7947	102	0	8	0	0.0000	
110527	1	15.6	156	202.18	44.405	41.019	0.6483	108	0	8	0	0.0000	
110528	1	16.2	156	201.81	44.415	41.326	0.7937	106	0	8	0	0.0000	
110529	1	16.8	156	201.31	44.538	41.552	0.6945	99	0	8	0	0.0000	
110530	1	17.4	156	201.27	44.562	41.507	0.8458	99	0	8	0	0.0000	
110531	1	18	156	201.82	44.504	41.294	0.6467	103	0	8	0	0.0000	
110532	1	18.6	156	201.82	44.516	41.284	0.5957	101	0	8	0	0.0000	
110533	1	19.2	156	201.81	44.609	41.151	0.5839	97	0	8	0	0.0000	
110534	1	19.8	156	201.84	44.646	41.086	0.6124	101	0	8	0	0.0000	
110535	1	20.4	156	201.50	44.661	41.224	0.7113	95	0	8	0	0.0000	
110536	1	21	156	201.28	44.445	41.490	0.5240	106	0	8	0	0.0000	
110537	1	21.6	156	202.83	44.726	40.372	0.6982	92	0	8	0	0.0000	
110538	1	22.2	156	202.03	44.727	41.098	0.6004	91	0	8	0	0.0000	
110539	1	22.8	156	201.76	44.794	40.954	0.7097	93	0	8	0	0.0000	
110540	1	23.4	156	201.14	44.643	41.626	0.6758	99	0	8	0	0.0000	
110541	1	24	156	201.28	44.471	41.488	0.5244	98	0	8	0	0.0000	
110542	1	24.6	156	201.79	44.769	40.943	0.8344	95	0	8	0	0.0000	
110543	1	25.2	156	206.14	51.005	43.012	0.4420	103	0	8	0	0.0000	
110544	1	25.8	156	206.07	51.022	43.358	0.6200	99	0	8	0	0.0000	
110545	0	26.4	156	0.0000	0.0000	0.0000	0.0000	47	0	0	3	1.0000	
110546	0	27	156	0.0000	0.0000	0.0000	0.0000	36	0	0	3	1.0000	
110547	0	27.6	156	0.0000	0.0000	0.0000	0.0000	76	0	0	3	1.0000	
110548	1	28.2	156	205.54	51.186	44.147	0.8262	104	0	8	0	0.0000	
110549	1	28.8	156	205.72	51.424	43.891	0.6674	110	0	8	0	0.0000	
110550	1	29.4	156	205.59	51.633	44.022	0.6274	107	0	8	0	0.0000	
110551	1	30	156	206.08	51.112	43.380	0.5597	89	0	8	0	0.0000	
110552	0	30.6	156	0.0000	0.0000	0.0000	0.0000	54	0	0	3	1.0000	
110553	1	31.2	156	279.52	15.766	30.031	0.4452	110	0	8	0	0.0000	
110554	1	31.8	156	278.80	15.364	31.018	0.7921	113	0	8	0	0.0000	
110555	1	32.4	156	279.49	15.649	30.204	0.6307	79	0	8	0	0.0000	
110556	1	33	156	206.03	51.348	43.356	0.6444	105	0	8	0	0.0000	
110557	1	33.6	156	205.69	51.535	43.883	0.7924	95	0	8	0	0.0000	
110558	0	34.2	156	0.0000	0.0000	0.0000	0.0000	89	0	0	3	1.0000	
110559	1	34.8	156	213.32	29.230	32.282	0.5533	75	0	8	0	0.0000	
110560	1	35.4	156	214.07	29.225	31.231	0.5811	91	0	8	0	0.0000	
110561	1	36	156	213.96	29.136	31.428	0.5356	100	0	8	0	0.0000	
110562	1	36.6	156	213.76	29.568	31.484	0.5778	81	0	8	0	0.0000	
110563	1	37.2	156	212.75	29.047	32.297	0.6758	81	0	8	0	0.0000	
110564	0	37.8	156	0.0000	0.0000	0.0000	0.0000	23	0	0	3	1.0000	
110565	1	38.4	156	214.40	29.698	30.880	0.4773	83	0	8	0	0.0000	
110566	1	39	156	213.67	29.472	31.747	0.6352	96	0	8	0	0.0000	
110567	1	39.6	156	213.55	29.510	31.698	0.5776	92	0	8	0	0.0000	
110568	1	40.2	156	213.30	29.322	32.143	0.6349	70	0	8	0	0.0000	
110569	1	40.8	156	52.088	44.912	46.472	0.6542	87	0	8	0	0.0000	
110570	1	41.4	156	51.977	44.954	46.547	0.6904	105	0	8	0	0.0000	
110571	1	42	156	52.248	45.176	46.442	0.6415	103	0	8	0	0.0000	
110572	1	42.6	156	52.210	44.876	46.358	0.6595	99	0	8	0	0.0000	
110573	1	43.2	156	52.202	44.876	46.344	0.6496	85	0	8	0	0.0000	
110574	1	43.8	156	52.536	44.790	46.008	0.6468	90	0	8	0	0.0000	
110575	1	44.4	156	52.367	45.120	46.570	0.7986	89	0	8	0	0.0000	
110576	1	45	156	180.45	15.346	64.992	0.6188	66	0	8	0	0.0000	
110577	1	45.6	156	180.83	15.148	64.624	0.4787	95	0	8	0	0.0000	
110578	1	46.2	156	180.55	15.221	64.969	0.4429	106	0	8	0	0.0000	
110579	1	46.8	156	180.58	15.021	64.761	0.5203	101	0	8	0	0.0000	
110580	1	47.4	156	180.10	14.956	65.445	0.5551	107	0	8	0	0.0000	
110581	1	48	156	175.30	14.589	69.643	0.9171	104	0	8	0	0.0000	
110582	1	48.6	156	174.52	14.412	70.586	0.4062	89	0	8	0	0.0000	
110583	1	49.2	156	172.44	14.554	72.879	0.6058	86	0	8	0	0.0000	
110584	1	49.8	156	172.30	14.373	72.804	0.6564	90	0	8	0	0.0000	
110585	0	50.4	156	0.0000	0.0000	0.0000	0.0000	45	0	0	3	1.0000	
110586	1	51	156	171.96	16.536	70.637	0.5798	74	0	8	0	0.0000	
110587	0	51.6	156	0.0000	0.0000	0.0000	0.0000	20	0	0	3	1.0000	
110588	0	52.2	156	0.0000	0.0000	0.0000	0.0000	39	0	0	3	1.0000	
110589	0	52.8	156	0.0000	0.0000	0.0000	0.0000	41	0	0	3	1.0000	
110590	1	53.4	156	180.12	15.928	63.343	0.5495	77	0	8	0	0.0000	
110591	1	54	156	179.96	15.751	63.684	0.6383	95	0	8	0	0.0000	
110592	1	54.6	156	179.37	15.785	64.550	0.4691	93	0	8	0	0.0000	
110593	1	55.2	156	175.56	15.752	68.980	0.4236	90	0	8	0	0.0000	
110594	0	55.8	156	0.0000	0.0000	0.0000	0.0000	56	0	0	3	1.0000	
110595	1	56.4	156	325.72	23.103	56.891	0.7883	114	0	8	0	0.0000	
110596	1	57	156	325.23	23.082	57.279	0.8383	123	0	8	0	0.0000	
110597	1	57.6	156	325.30	22.802	57.266	0.8138	124	0	8	0	0.0000	
110598	1	58.2	156	324.63	22.460	57.839	0.7109	123	0	8	0	0.0000	
110599	1	58.8	156	324.37	22.246	57.957	0.4583	125	0	8	0	0.0000	
110600	1	59.4	156	324.33	22.480	58.075	0.5454	120	0	8	0	0.0000	
110601	1	60	156	324.68	22.178	57.368	0.6010	121	0	8	0	0.0000	
110602	1	60.6	156	324.81	22.296	57.718	0.7622	114	0	8	0	0.0000	
110603	1	61.2	156	325.90	21.935	56.043	0.6329	121	0	8	0	0.0000	
110604	1	61.8	156	325.55	22.011	56.574	0.7788	109	0	8	0	0.0000	
110605	0	62.4	156	0.0000	0.0000	0.0000	0.0000	58	0	0	3	1.0000	
110606	1	63	156	208.30	5.0278	84.135	0.5508	103	0	8	0	0.0000	
110607	0	63.6	156	0.0000	0.0000	0.0000	0.0000	56	0	0	3	1.0000	
110608	0	64.2	156	0.0000	0.0000	0.0000	0.0000	45	0	0	3	1.0000	
110609	1	64.8	156	327.84	23.239	54.235	0.5642	92	0	8	0	0.0000	
110610	1	65.4	156	328.22	23.275	53.677	0.6002	105	0	8	0	0.0000	
110611	1	66	156	328.49	23.363	53.233	0.5481	121	0	8	0	0.0000	
110612	1	66.6	156	329.70	23.159	51.512	0.5860	123	0	8	0	0.0000	
110613	1	67.2	156	330.34	23.161	51.001	0.5844	116	0	8	0	0.0000	
110614	1	67.8	156	330.49	23.395	50.827	0.5807	115	0	8	0	0.0000	
110615	1	68.4	156	330.60	23.422	50.535	0.6816	101	0	8	0	0.0000	
110616	0	69	156	0.0000	0.0000	0.0000	0.0000	42	0	0	3	1.0000	
110617	0	69.6	156	0.0000	0.0000	0.0000	0.0000	33	0	0	3	1.0000	
110618	1	70.2	156	339.32	40.735	43.367	0.4001	100	0	8	0	0.0000	
110619	1	70.8	156	339.31	40.676	43.429	0.5553	110	0	8	0	0.0000	
110620	1	71.4	156	339.27	40.724	43.400	0.6591	95	0	8	0	0.0000	
110621	1	72	156	324.26	42.216	15.348	0.7239	78	0	8	0	0.0000	
110622	0	72.6	156	0.0000	0.0000	0.0000	0.0000	9	0	0	3	1.0000	
110623	0	73.2	156	0.0000	0.0000	0.0000	0.0000	40	0	0	3	1.0000	
110624	1	73.8	156	185.82	10.694	22.150	0.4728	77	0	8	0	0.0000	
110625	1	74.4	156	181.22	10.617	26.091	0.7376	95	0	8	0	0.0000	
110626	1	75	156	181.42	10.721	25.844	0.8289	89	0	8	0	0.0000	
110627	1	75.6	156	184.64	10.756	23.077	0.5231	95	0	8	0	0.0000	
110628	1	76.2	156	185.43	10.766	22.484	0.7950	93	0	8	0	0.0000	
110629	0	76.8	156	0.0000	0.0000	0.0000	0.0000	83	0	0	3	1.0000	
110630	1	77.4	156	183.89	10.881	24.131	0.6309	89	0	8	0	0.0000	
110631	1	78	156	183.91	10.819	24.101	0.6313	96	0	8	0	0.0000	
110632	1	78.6	156	183.38	10.765	24.583	0.4958	93	0	8	0	0.0000	
110633	1	79.2	156	182.87	10.897	25.020	0.6571	81	0	8	0	0.0000	
110634	1	79.8	156	177.38	10.852	30.006	0.7277	91	0	8	0	0.0000	
110635	0	80.4	156	0.0000	0.0000	0.0000	0.0000	87	0	0	3	1.0000	
110636	1	81	156	177.94	11.666	29.750	0.6674	88	0	8	0	0.0000	
110637	1	81.6	156	176.44	11.482	31.178	0.5186	89	0	8	0	0.0000	
110638	1	82.2	156	177.76	11.702	29.964	0.4185	92	0	8	0	0.0000	
110639	1	82.8	156	164.16	38.974	44.395	0.5130	88	0	8	0	0.0000	
110640	1	83.4	156	164.03	39.268	44.521	0.6650	84	0	8	0	0.0000	
110641	1	84	156	163.60	39.337	44.910	0.5965	85	0	8	0	0.0000	
110642	0	84.6	156	0.0000	0.0000	0.0000	0.0000	54	0	0	3	1.0000	
110643	0	85.2	156	0.0000	0.0000	0.0000	0.0000	59	0	0	3	1.0000	
110644	0	85.8	156	0.0000	0.0000	0.0000	0.0000	87	0	0	3	1.0000	
110645	1	86.4	156	163.71	38.616	45.993	0.6861	92	0	8	0	0.0000	
110646	1	87	156	162.98	38.718	46.653	0.6010	72	0	8	0	0.0000	
110647	1	87.6	156	285.24	15.856	72.938	0.6556	61	0	8	0	0.0000	
110648	1	88.2	156	162.86	38.174	47.713	0.5870	72	0	8	0	0.0000	
110649	1	88.8	156	162.57	38.472	47.945	0.3522	43	0	8	0	0.0000	
110650	0	89.4	156	0.0000	0.0000	0.0000	0.0000	32	0	0	3	1.0000	
110651	2	90	156	251.66	17.926	62.578	0.5186	64	0	8	0	0.0000	
110652	0	90.6	156	0.0000	0.0000	0.0000	0.0000	69	0	0	3	1.0000	
110653	0	91.2	156	0.0000	0.0000	0.0000	0.0000	12	0	0	3	1.0000	
110654	0	91.8	156	0.0000	0.0000	0.0000	0.0000	7	0	0	3	1.0000	
110655	0	92.4	156	0.0000	0.0000	0.0000	0.0000	18	0	0	3	1.0000	
110656	2	93	156	252.35	18.255	61.456	0.8392	83	0	8	0	0.0000	
110657	1	93.6	156	162.56	38.442	47.959	0.9868	59	0	8	0	0.0000	
110658	1	94.2	156	161.56	38.155	48.843	0.8606	49	0	8	0	0.0000	
110659	0	94.8	156	0.0000	0.0000	0.0000	0.0000	12	0	0	3	1.0000	
110660	0	95.4	156	0.0000	0.0000	0.0000	0.0000	17	0	0	3	1.0000	
110661	0	96	156	0.0000	0.0000	0.0000	0.0000	11	0	0	3	1.0000	
110662	0	96.6	156	0.0000	0.0000	0.0000	0.0000	56	0	0	3	1.0000	
110663	1	97.2	156	348.00	20.832	43.530	0.6152	101	0	8	0	0.0000	
110664	1	97.8	156	349.09	21.068	42.536	0.4576	112	0	8	0	0.0000	
110665	1	98.4	156	349.53	20.992	42.016	0.6458	114	0	8	0	0.0000	
110666	1	99	156	349.86	21.107	41.261	0.6572	119	0	8	0	0.0000	
110667	1	99.6	156	350.05	20.930	41.206	0.5249	108	0	8	0	0.0000	
110668	1	100.2	156	349.77	21.009	41.639	0.8016	122	0	8	0	0.0000	
110669	1	100.8	156	349.87	20.961	41.264	0.5349	115	0	8	0	0.0000	
110670	1	101.4	156	349.77	20.760	41.512	0.8008	111	0	8	0	0.0000	
110671	0	102	156	0.0000	0.0000	0.0000	0.0000	71	0	0	3	1.0000	
110672	1	102.6	156	75.606	38.808	20.043	0.8144	103	0	8	0	0.0000	
110673	1	103.2	156	75.471	39.153	19.998	0.9149	111	0	8	0	0.0000	
110674	1	103.8	156	75.336	39.203	20.220	0.7661	112	0	8	0	0.0000	
110675	1	104.4	156	76.037	39.355	19.394	0.5697	100	0	8	0	0.0000	
110676	1	105	156	76.216	39.721	17.829	0.7303	106	0	8	0	0.0000	
110677	1	105.6	156	76.973	40.090	17.249	0.3879	110	0	8	0	0.0000	
110678	1	106.2	156	77.822	40.379	16.316	0.3364	78	0	8	0	0.0000	
110679	1	106.8	156	49.107	54.148	44.534	0.6900	96	0	8	0	0.0000	
110680	1	107.4	156	49.220	54.046	44.788	0.6360	79	0	8	0	0.0000	
110681	0	108	156	0.0000	0.0000	0.0000	0.0000	62	0	0	3	1.0000	
110682	0	108.6	156	0.0000	0.0000	0.0000	0.0000	48	0	0	3	1.0000	
110683	1	109.2	156	75.642	40.147	20.621	0.6548	96	0	8	0	0.0000	
110684	1	109.8	156	75.523	40.196	20.629	0.6795	99	0	8	0	0.0000	
110685	1	110.4	156	75.683	40.088	20.430	0.6578	100	0	8	0	0.0000	
110686	1	111	156	75.670	41.320	20.528	0.9625	31	0	8	0	0.0000	
110687	0	111.6	156	0.0000	0.0000	0.0000	0.0000	26	0	0	3	1.0000	
110688	0	112.2	156	0.0000	0.0000	0.0000	0.0000	20	0	0	3	1.0000	
110689	1	112.8	156	76.935	40.328	19.917	0.5524	91	0	8	0	0.0000	
110690	1	113.4	156	76.449	40.221	19.883	0.6534	99	0	8	0	0.0000	
110691	1	114	156	76.438	40.211	19.837	0.3937	107	0	8	0	0.0000	
110692	1	114.6	156	76.660	40.292	19.564	0.7152	97	0	8	0	0.0000	
110693	1	115.2	156	76.674	40.370	19.643	0.6616	104	0	8	0	0.0000	
110694	1	115.8	156	77.221	40.305	19.552	0.5476	95	0	8	0	0.0000	
110695	1	116.4	156	76.527	40.561	19.853	0.4920	71	0	8	0	0.0000	
110696	1	117	156	76.235	40.405	20.130	0.5140	104	0	8	0	0.0000	
110697	1	117.6	156	76.435	40.210	20.236	0.7929	96	0	8	0	0.0000	
110698	1	118.2	156	76.445	40.362	19.626	0.6343	86	0	8	0	0.0000	
110699	1	118.8	156	76.366	40.082	19.755	0.5316	77	0	8	0	0.0000	
110700	1	119.4	156	76.540	40.278	19.587	0.5202	81	0	8	0	0.0000	
110701	0	120	156	0.0000	0.0000	0.0000	0.0000	65	0	0	3	1.0000	
110702	0	120.6	156	0.0000	0.0000	0.0000	0.0000	22	0	0	3	1.0000	
110703	0	121.2	156	0.0000	0.0000	0.0000	0.0000	21	0	0	3	1.0000	
110704	0	121.8	156	0.0000	0.0000	0.0000	0.0000	18	0	0	3	1.0000	
110705	0	122.4	156	0.0000	0.0000	0.0000	0.0000	28	0	0	3	1.0000	
110706	0	123	156	0.0000	0.0000	0.0000	0.0000	50	0	0	3	1.0000	
110707	1	123.6	156	229.18	17.721	26.258	0.7864	64	0	8	0	0.0000	
110708	1	124.2	156	227.37	17.063	27.915	0.6178	101	0	8	0	0.0000	
110709	1	124.8	156	228.65	17.532	26.670	0.4994	107	0	8	0	0.0000	
110710	1	125.4	156	227.62	17.015	27.704	0.5992	107	0	8	0	0.0000	
110711	1	126	156	228.21	17.494	27.204	0.4897	110	0	8	0	0.0000	
110712	1	126.6	156	227.08	16.813	28.015	0.7070	97	0	8	0	0.0000	
110713	1	127.2	156	228.32	17.236	26.948	0.5027	106	0	8	0	0.0000	
110714	1	127.8	156	227.39	16.990	27.581	0.4844	99	0	8	0	0.0000	
110715	1	128.4	156	226.52	16.890	28.180	0.6999	99	0	8	0	0.0000	
110716	0	129	156	0.0000	0.0000	0.0000	0.0000	97	0	0	3	1.0000	
110717	1	129.6	156	228.57	17.927	26.485	0.5415	94	0	8	0	0.0000	
110718	1	130.2	156	227.83	17.819	27.241	0.8059	101	0	8	0	0.0000	
110719	1	130.8	156	227.03	17.612	27.941	0.8028	102	0	8	0	0.0000	
110720	1	131.4	156	228.08	17.813	27.161	0.7711	98	0	8	0	0.0000	
110721	1	132	156	228.22	17.760	27.278	0.6641	99	0	8	0	0.0000	
110722	1	132.6	156	227.03	17.784	28.354	0.8514	92	0	8	0	0.0000	
110723	1	133.2	156	225.65	17.519	29.555	0.5705	95	0	8	0	0.0000	
110724	1	133.8	156	226.12	17.241	29.097	0.7911	103	0	8	0	0.0000	
110725	1	134.4	156	225.90	17.276	29.289	0.7693	103	0	8	0	0.0000	
110726	1	135	156	225.79	17.352	29.261	0.6375	98	0	8	0	0.0000	
110727	1	135.6	156	225.54	17.341	29.693	0.8178	105	0	8	0	0.0000	
110728	1	136.2	156	224.88	16.942	29.952	0.8277	102	0	8	0	0.0000	
110729	1	136.8	156	224.97	16.930	30.572	0.8620	105	0	8	0	0.0000	
110730	1	137.4	156	223.69	16.861	31.517	0.7112	100	0	8	0	0.0000	
110731	1	138	156	224.11	16.527	31.206	0.7135	92	0	8	0	0.0000	
110732	1	138.6	156	223.84	16.441	31.534	0.7012	96	0	8	0	0.0000	
110733	1	139.2	156	223.52	16.157	31.577	0.5229	103	0	8	0	0.0000	
110734	1	139.8	156	223.50	16.460	31.464	0.6194	102	0	8	0	0.0000	
110735	1	140.4	156	223.69	16.661	31.726	0.7246	103	0	8	0	0.0000	
110736	0	141	156	0.0000	0.0000	0.0000	0.0000	52	0	0	3	1.0000	
110737	1	141.6	156	267.51	44.422	23.793	0.5282	89	0	8	0	0.0000	
110738	1	142.2	156	267.55	44.343	23.869	0.5241	96	0	8	0	0.0000	
110739	1	142.8	156	267.48	44.464	23.734	0.6098	108	0	8	0	0.0000	
110740	0	143.4	156	0.0000	0.0000	0.0000	0.0000	104	0	0	3	1.0000	
110741	0	144	156	0.0000	0.0000	0.0000	0.0000	100	0	0	3	1.0000	
110742	1	144.6	156	267.61	44.050	23.491	0.5968	98	0	8	0	0.0000	
110743	1	145.2	156	267.56	44.213	23.760	0.6311	96	0	8	0	0.0000	
110744	1	145.8	156	267.51	44.289	23.462	0.5703	97	0	8	0	0.0000	
110745	1	146.4	156	267.33	44.409	23.721	0.5219	102	0	8	0	0.0000	
110746	1	147	156	267.27	44.290	23.753	0.5811	102	0	8	0	0.0000	
110747	1	147.6	156	267.35	44.323	23.765	0.5441	97	0	8	0	0.0000	
110748	1	148.2	156	267.50	44.172	23.711	0.5699	100	0	8	0	0.0000	
110749	1	148.8	156	267.60	44.043	23.497	0.5974	102	0	8	0	0.0000	
110750	1	149.4	156	267.57	44.203	23.757	0.6310	102	0	8	0	0.0000	
110751	0	150	156	0.0000	0.0000	0.0000	0.0000	23	0	0	3	1.0000	
110752	1	150.6	156	338.38	5.3305	60.460	0.7378	102	0	8	0	0.0000	
110753	1	151.2	156	333.95	5.4428	64.819	0.5766	98	0	8	0	0.0000	
110754	1	151.8	156	334.32	5.5049	64.439	0.5641	98	0	8	0	0.0000	
110755	1	152.4	156	337.00	5.5171	61.684	0.4723	97	0	8	0	0.0000	
110756	1	153	156	336.95	5.4497	61.738	0.6850	95	0	8	0	0.0000	
110757	1	153.6	156	337.12	5.5334	61.575	0.6862	112	0	8	0	0.0000	
110758	1	154.2	156	338.30	5.3070	60.539	0.7381	96	0	8	0	0.0000	
110759	0	154.8	156	0.0000	0.0000	0.0000	0.0000	22	0	0	3	1.0000	
110760	0	155.4	156	0.0000	0.0000	0.0000	0.0000	20	0	0	3	1.0000	
110761	0	156	156	0.0000	0.0000	0.0000	0.0000	30	0	0	3	1.0000	
110762	0	156.6	156	0.0000	0.0000	0.0000	0.0000	41	0	0	3	1.0000	
110763	1	157.2	156	336.10	5.3458	62.943	0.7180	91	0	8	0	0.0000	
110764	1	157.8	156	336.37	5.4698	62.503	0.5468	111	0	8	0	0.0000	
110765	1	158.4	156	336.17	5.3915	62.826	0.6947	107	0	8	0	0.0000	
110766	1	159	156	340.11	5.4240	58.852	0.4282	70	0	8	0	0.0000	
110767	1	159.6	156	332.85	5.2582	66.208	0.5596	101	0	8	0	0.0000	
110768	1	160.2	156	331.36	5.3084	67.927	0.5934	91	0	8	0	0.0000	
110769	1	160.8	156	330.38	5.1256	68.556	0.5721	91	0	8	0	0.0000	
110770	1	161.4	156	333.76	5.1592	65.189	0.7523	83	0	8	0	0.0000	
110771	1	162	156	332.25	5.6198	66.612	0.4870	66	0	8	0	0.0000	
110772	0	162.6	156	0.0000	0.0000	0.0000	0.0000	43	0	0	3	1.0000	
110773	0	163.2	156	0.0000	0.0000	0.0000	0.0000	35	0	0	3	1.0000	
110774	0	163.8	156	0.0000	0.0000	0.0000	0.0000	40	0	0	3	1.0000	
110775	0	164.4	156	0.0000	0.0000	0.0000	0.0000	28	0	0	3	1.0000	
110776	1	165	156	249.83	8.7693	71.718	0.8107	32	0	8	0	0.0000	
110777	0	165.6	156	0.0000	0.0000	0.0000	0.0000	49	0	0	3	1.0000	
110778	1	166.2	156	251.17	8.8705	70.280	1.0592	47	0	8	0	0.0000	
110779	0	166.8	156	0.0000	0.0000	0.0000	0.0000	28	0	0	3	1.0000	
110780	0	167.4	156	0.0000	0.0000	0.0000	0.0000	15	0	0	3	1.0000	
110781	0	168	156	0.0000	0.0000	0.0000	0.0000	11	0	0	3	1.0000	
110782	0	168.6	156	0.0000	0.0000	0.0000	0.0000	53	0	0	3	1.0000	
110783	1	169.2	156	11.453	41.782	47.877	0.7002	54	0	8	0	0.0000	
110784	0	169.8	156	0.0000	0.0000	0.0000	0.0000	61	0	0	3	1.0000	
110785	1	170.4	156	11.530	41.056	48.545	0.7797	57	0	8	0	0.0000	
110786	0	171	156	0.0000	0.0000	0.0000	0.0000	46	0	0	3	1.0000	
110787	0	171.6	156	0.0000	0.0000	0.0000	0.0000	44	0	0	3	1.0000	
110788	0	172.2	156	0.0000	0.0000	0.0000	0.0000	60	0	0	3	1.0000	
110789	1	172.8	156	11.066	41.341	48.375	0.6399	63	0	8	0	0.0000	
110790	1	173.4	156	11.019	41.220	48.154	0.7051	63	0	8	0	0.0000	
110791	1	174	156	11.232	41.497	48.116	0.5870	76	0	8	0	0.0000	
110792	1	174.6	156	11.304	41.622	48.100	0.5332	87	0	8	0	0.0000	
110793	1	175.2	156	11.319	41.636	48.038	0.5149	106	0	8	0	0.0000	
110794	1	175.8	156	11.166	41.324	47.973	0.6033	100	0	8	0	0.0000	
